id,precision,recall,banglasummeval_f1
news-54239981,35.714285714285715,50.0,41.666666666666664
140427_pg_bd_heat_dhaka_ac,29.411764705882355,33.33333333333333,31.25
news-52808250,71.42857142857143,16.666666666666664,27.02702702702702
news-53549847,50.0,66.66666666666666,57.14285714285714
news-45408278,47.05882352941176,66.66666666666666,55.17241379310344
news-49141918,58.82352941176471,50.0,54.054054054054056
news-56880849,47.05882352941176,33.33333333333333,39.02439024390244
news-56080104,68.75,83.33333333333334,75.34246575342466
news-54230851,57.14285714285714,66.66666666666666,61.53846153846153
news-46205974,55.55555555555556,50.0,52.63157894736842
news-39844487,35.0,33.33333333333333,34.14634146341463
news-45155508,63.1578947368421,50.0,55.813953488372086
news-42949518,59.09090909090909,66.66666666666666,62.65060240963855
news-39127107,43.47826086956522,100.0,60.60606060606061
news-49047323,54.54545454545454,33.33333333333333,41.37931034482758
news-56878093,47.05882352941176,33.33333333333333,39.02439024390244
news-51083336,58.82352941176471,66.66666666666666,62.5
news-47301727,50.0,50.0,50.0
news-49709690,53.333333333333336,100.0,69.56521739130436
news-56728594,64.28571428571429,83.33333333333334,72.58064516129033
news-49144997,38.46153846153847,33.33333333333333,35.714285714285715
news-46002945,73.33333333333333,50.0,59.45945945945946
news-46679946,57.692307692307686,83.33333333333334,68.18181818181819
news-48499557,50.0,83.33333333333334,62.5
news-45932627,40.0,50.0,44.44444444444444
news-52668365,33.33333333333333,33.33333333333333,33.33333333333333
news-56546869,45.83333333333333,50.0,47.826086956521735
news-48081272,50.0,0.0,0.0
news-42139703,47.61904761904761,66.66666666666666,55.55555555555554
news-40377323,52.94117647058824,66.66666666666666,59.01639344262295
news-48151325,52.94117647058824,16.666666666666664,25.352112676056336
news-48290970,35.294117647058826,50.0,41.37931034482759
news-55754177,39.130434782608695,16.666666666666664,23.376623376623375
news-52220120,47.61904761904761,50.0,48.78048780487804
news-52345995,71.42857142857143,50.0,58.82352941176471
news-48742054,37.03703703703704,50.0,42.5531914893617
news-48488145,38.88888888888889,66.66666666666666,49.12280701754386
news-49173643,33.33333333333333,50.0,40.0
news-56602385,66.66666666666666,50.0,57.14285714285714
news-50441857,62.5,0.0,0.0
news-55427149,62.5,16.666666666666664,26.31578947368421
news-46175088,61.904761904761905,83.33333333333334,71.03825136612022
news-55075456,57.14285714285714,66.66666666666666,61.53846153846153
news-55806686,40.0,33.33333333333333,36.36363636363636
news-56766795,55.55555555555556,100.0,71.42857142857143
news-50280907,62.5,50.0,55.55555555555556
news-54898675,50.0,16.666666666666664,25.0
news-41902828,53.333333333333336,33.33333333333333,41.02564102564103
news-51381825,41.66666666666667,66.66666666666666,51.282051282051285
news-49362977,73.68421052631578,66.66666666666666,69.99999999999999
news-48872060,28.57142857142857,33.33333333333333,30.769230769230766
news-51629780,61.904761904761905,50.0,55.31914893617022
news-45332030,52.94117647058824,33.33333333333333,40.9090909090909
news-48835708,60.0,50.0,54.54545454545455
news-44246998,55.00000000000001,33.33333333333333,41.50943396226415
news-42326655,61.111111111111114,50.0,55.0
news-46972950,35.294117647058826,66.66666666666666,46.15384615384616
news-48303883,70.0,66.66666666666666,68.29268292682926
news-51217515,65.38461538461539,33.33333333333333,44.15584415584415
news-46578414,76.92307692307693,66.66666666666666,71.42857142857143
news-50798626,85.71428571428571,50.0,63.157894736842096
news-46874688,47.61904761904761,66.66666666666666,55.55555555555554
news-55242258,28.000000000000004,33.33333333333333,30.434782608695656
news-54159266,33.33333333333333,83.33333333333334,47.61904761904762
news-38298663,60.0,33.33333333333333,42.857142857142854
news-40652345,47.82608695652174,33.33333333333333,39.285714285714285
news-53929704,75.0,83.33333333333334,78.94736842105264
news-47885378,33.33333333333333,83.33333333333334,47.61904761904762
news-45011087,19.047619047619047,83.33333333333334,31.007751937984494
news-45083152,66.66666666666666,50.0,57.14285714285714
news-49956427,76.47058823529412,66.66666666666666,71.23287671232876
news-44220246,54.54545454545454,66.66666666666666,60.0
140925_mk_islamic_scholar_is_isis_isil_open_letter,52.38095238095239,50.0,51.162790697674424
news-44672332,47.05882352941176,33.33333333333333,39.02439024390244
news-48904836,61.904761904761905,50.0,55.31914893617022
160530_indian_visa_new_system,40.0,16.666666666666664,23.529411764705877
news-52621715,45.45454545454545,33.33333333333333,38.46153846153845
news-55467465,54.54545454545454,50.0,52.173913043478265
160605_chittaggong_sp_wife_killed,75.0,66.66666666666666,70.58823529411764
news-40867894,28.57142857142857,33.33333333333333,30.769230769230766
news-44118154,53.84615384615385,66.66666666666666,59.57446808510638
news-45007894,50.0,50.0,50.0
news-45387880,55.55555555555556,33.33333333333333,41.666666666666664
news-44842983,58.333333333333336,83.33333333333334,68.62745098039217
news-45744692,50.0,66.66666666666666,57.14285714285714
news-48808226,50.0,33.33333333333333,40.0
news-48795028,50.0,50.0,50.0
news-55761742,71.42857142857143,100.0,83.33333333333333
news-57063900,65.0,66.66666666666666,65.82278481012658
news-52829564,47.368421052631575,50.0,48.648648648648646
news-46797204,68.75,33.33333333333333,44.89795918367347
news-47648503,57.89473684210527,100.0,73.33333333333334
news-48324350,50.0,66.66666666666666,57.14285714285714
news-51264653,60.0,50.0,54.54545454545455
news-39614808,61.904761904761905,66.66666666666666,64.19753086419753
160418_traficked_bangladeshi_women_unlawfully_kept_in_indian_jails,50.0,50.0,50.0
news-40319155,66.66666666666666,50.0,57.14285714285714
news-56931107,31.57894736842105,16.666666666666664,21.81818181818182
news-47766524,56.25,66.66666666666666,61.016949152542374
news-52518908,47.05882352941176,16.666666666666664,24.615384615384613
