id,precision,recall,banglasummeval_f1
news-45155508,77.77777777777779,33.33333333333333,46.666666666666664
140427_pg_bd_heat_dhaka_ac,53.84615384615385,33.33333333333333,41.17647058823529
news-54230851,78.57142857142857,83.33333333333334,80.88235294117648
news-56880849,84.61538461538461,33.33333333333333,47.82608695652173
news-54239981,84.21052631578947,33.33333333333333,47.76119402985074
news-49141918,60.0,66.66666666666666,63.1578947368421
news-52808250,65.0,33.33333333333333,44.06779661016949
news-49047323,61.904761904761905,50.0,55.31914893617022
news-46205974,72.72727272727273,50.0,59.25925925925926
news-56080104,60.86956521739131,100.0,75.67567567567568
news-42949518,63.63636363636363,50.0,56.0
news-39127107,54.54545454545454,100.0,70.58823529411765
news-39844487,52.17391304347826,33.33333333333333,40.677966101694906
news-45408278,58.333333333333336,66.66666666666666,62.22222222222222
news-53549847,46.15384615384615,83.33333333333334,59.40594059405941
news-49144997,43.47826086956522,33.33333333333333,37.735849056603776
news-56878093,75.0,33.33333333333333,46.153846153846146
news-56546869,0.0,66.66666666666666,0.0
news-46679946,66.66666666666666,66.66666666666666,66.66666666666666
news-51083336,56.52173913043478,83.33333333333334,67.35751295336787
news-49709690,43.75,100.0,60.869565217391305
news-47301727,63.1578947368421,50.0,55.813953488372086
news-52668365,43.75,50.0,46.666666666666664
news-56728594,83.33333333333334,66.66666666666666,74.07407407407408
news-42139703,52.94117647058824,50.0,51.42857142857144
news-46002945,70.58823529411765,66.66666666666666,68.57142857142857
news-48499557,60.0,83.33333333333334,69.76744186046513
news-45932627,52.17391304347826,50.0,51.06382978723405
news-48081272,35.714285714285715,0.0,0.0
news-40377323,65.38461538461539,66.66666666666666,66.01941747572815
news-55754177,34.78260869565217,83.33333333333334,49.079754601226995
news-48151325,65.51724137931035,16.666666666666664,26.57342657342657
news-48290970,58.82352941176471,66.66666666666666,62.5
news-48742054,38.46153846153847,50.0,43.47826086956522
news-52220120,65.0,66.66666666666666,65.82278481012658
news-49173643,60.0,66.66666666666666,63.1578947368421
news-46175088,62.5,66.66666666666666,64.51612903225806
news-52345995,68.42105263157895,66.66666666666666,67.53246753246754
news-48488145,55.55555555555556,50.0,52.63157894736842
news-55427149,58.82352941176471,33.33333333333333,42.5531914893617
news-56602385,75.0,83.33333333333334,78.94736842105264
news-50441857,57.14285714285714,50.0,53.33333333333333
news-55075456,70.58823529411765,50.0,58.53658536585366
news-55806686,64.28571428571429,33.33333333333333,43.90243902439024
news-50280907,60.0,66.66666666666666,63.1578947368421
news-56766795,59.25925925925925,50.0,54.23728813559322
news-54898675,50.0,50.0,50.0
news-51381825,68.75,50.0,57.89473684210526
news-49362977,69.23076923076923,83.33333333333334,75.63025210084034
news-51629780,52.0,50.0,50.98039215686274
news-41902828,51.724137931034484,50.0,50.84745762711865
news-51217515,70.0,83.33333333333334,76.08695652173914
news-44246998,40.0,33.33333333333333,36.36363636363636
news-48303883,71.42857142857143,50.0,58.82352941176471
news-42326655,80.95238095238095,83.33333333333334,82.12560386473432
news-45332030,59.09090909090909,33.33333333333333,42.62295081967213
news-48835708,66.66666666666666,83.33333333333334,74.07407407407408
news-46972950,40.74074074074074,66.66666666666666,50.57471264367816
news-55242258,25.0,66.66666666666666,36.36363636363637
news-48872060,43.24324324324324,66.66666666666666,52.45901639344262
news-46578414,66.66666666666666,83.33333333333334,74.07407407407408
news-50798626,78.57142857142857,33.33333333333333,46.80851063829787
news-46874688,66.66666666666666,83.33333333333334,74.07407407407408
news-40652345,73.91304347826086,16.666666666666664,27.199999999999996
news-54159266,53.84615384615385,50.0,51.851851851851855
news-45083152,66.66666666666666,50.0,57.14285714285714
news-45011087,40.0,66.66666666666666,49.99999999999999
news-44220246,73.33333333333333,66.66666666666666,69.84126984126982
news-53929704,70.0,66.66666666666666,68.29268292682926
news-38298663,60.0,33.33333333333333,42.857142857142854
news-44672332,61.53846153846154,33.33333333333333,43.24324324324325
news-47885378,51.724137931034484,83.33333333333334,63.82978723404256
news-48904836,50.0,33.33333333333333,40.0
