id,precision,recall,banglasummeval_f1
news-52808250,66.66666666666666,33.33333333333333,44.44444444444444
140427_pg_bd_heat_dhaka_ac,50.0,33.33333333333333,40.0
news-56080104,73.33333333333333,66.66666666666666,69.84126984126982
news-56880849,66.66666666666666,50.0,57.14285714285714
news-49047323,58.82352941176471,50.0,54.054054054054056
news-46205974,58.82352941176471,33.33333333333333,42.5531914893617
news-45155508,47.05882352941176,83.33333333333334,60.15037593984962
news-54239981,73.33333333333333,33.33333333333333,45.83333333333333
news-54230851,84.21052631578947,66.66666666666666,74.41860465116278
news-49141918,54.54545454545454,50.0,52.173913043478265
news-45408278,60.86956521739131,83.33333333333334,70.35175879396985
news-42949518,61.53846153846154,66.66666666666666,64.0
news-39127107,66.66666666666666,83.33333333333334,74.07407407407408
news-39844487,60.71428571428571,50.0,54.83870967741935
news-53549847,64.28571428571429,83.33333333333334,72.58064516129033
news-56878093,62.5,83.33333333333334,71.42857142857143
news-49144997,70.0,50.0,58.333333333333336
news-51083336,66.66666666666666,66.66666666666666,66.66666666666666
news-47301727,69.23076923076923,50.0,58.064516129032256
news-46679946,54.54545454545454,83.33333333333334,65.93406593406593
news-49709690,66.66666666666666,66.66666666666666,66.66666666666666
news-56546869,80.0,50.0,61.53846153846154
news-56728594,76.47058823529412,66.66666666666666,71.23287671232876
news-45932627,73.33333333333333,50.0,59.45945945945946
news-52668365,47.368421052631575,16.666666666666664,24.657534246575334
news-42139703,64.70588235294117,66.66666666666666,65.67164179104476
news-48499557,75.0,83.33333333333334,78.94736842105264
news-48081272,66.66666666666666,0.0,0.0
news-46002945,57.14285714285714,83.33333333333334,67.79661016949153
news-40377323,73.68421052631578,83.33333333333334,78.2122905027933
news-48151325,50.0,16.666666666666664,25.0
news-55754177,65.0,66.66666666666666,65.82278481012658
news-48290970,62.5,50.0,55.55555555555556
news-48742054,45.45454545454545,33.33333333333333,38.46153846153845
news-48488145,38.88888888888889,50.0,43.75000000000001
news-52345995,64.70588235294117,66.66666666666666,65.67164179104476
news-52220120,71.42857142857143,50.0,58.82352941176471
news-49173643,66.66666666666666,66.66666666666666,66.66666666666666
news-46175088,63.1578947368421,83.33333333333334,71.8562874251497
news-50441857,81.25,33.33333333333333,47.27272727272727
news-55075456,52.94117647058824,66.66666666666666,59.01639344262295
news-56602385,72.72727272727273,50.0,59.25925925925926
news-55427149,64.0,66.66666666666666,65.3061224489796
news-55806686,57.89473684210527,50.0,53.65853658536586
news-56766795,56.52173913043478,33.33333333333333,41.93548387096774
news-50280907,56.25,33.33333333333333,41.860465116279066
news-54898675,31.57894736842105,66.66666666666666,42.85714285714285
news-41902828,65.0,50.0,56.52173913043478
news-51629780,73.68421052631578,66.66666666666666,69.99999999999999
news-49362977,73.68421052631578,83.33333333333334,78.2122905027933
news-45332030,54.54545454545454,33.33333333333333,41.37931034482758
news-51381825,63.63636363636363,66.66666666666666,65.11627906976744
news-48872060,72.72727272727273,16.666666666666664,27.118644067796605
news-42326655,77.77777777777779,83.33333333333334,80.45977011494253
news-51217515,77.27272727272727,100.0,87.17948717948718
news-46972950,50.0,66.66666666666666,57.14285714285714
news-44246998,33.33333333333333,16.666666666666664,22.22222222222222
news-48835708,82.35294117647058,83.33333333333334,82.84023668639054
news-48303883,50.0,66.66666666666666,57.14285714285714
news-46578414,57.14285714285714,66.66666666666666,61.53846153846153
news-50798626,80.0,66.66666666666666,72.72727272727272
news-46874688,58.82352941176471,66.66666666666666,62.5
news-54159266,68.75,33.33333333333333,44.89795918367347
news-40652345,80.0,33.33333333333333,47.05882352941176
news-55242258,47.61904761904761,50.0,48.78048780487804
news-45011087,50.0,83.33333333333334,62.5
news-53929704,80.0,83.33333333333334,81.6326530612245
news-38298663,68.75,33.33333333333333,44.89795918367347
news-45083152,64.70588235294117,50.0,56.41025641025641
news-44220246,66.66666666666666,50.0,57.14285714285714
