id,precision,recall,summeval_f1
world-europe-53801230,42.857142857142854,83.33333333333334,56.60377358490565
uk-politics-30142579,77.77777777777779,50.0,60.869565217391305
uk-england-cambridgeshire-13640487,88.88888888888889,83.33333333333334,86.0215053763441
uk-scotland-north-east-orkney-shetland-55564441,45.45454545454545,50.0,47.61904761904761
business-47891982,69.23076923076923,66.66666666666666,67.92452830188678
world-us-canada-38697908,30.76923076923077,66.66666666666666,42.10526315789474
uk-england-south-yorkshire-55768636,85.71428571428571,50.0,63.157894736842096
uk-england-norfolk-40306087,61.53846153846154,33.33333333333333,43.24324324324325
uk-wales-politics-48586353,73.33333333333333,83.33333333333334,78.01418439716312
science-environment-44141840,63.1578947368421,50.0,55.813953488372086
business-38842721,87.5,50.0,63.63636363636363
entertainment-arts-26706229,68.75,100.0,81.48148148148148
education-56213402,69.23076923076923,33.33333333333333,44.99999999999999
uk-politics-12657524,69.23076923076923,50.0,58.064516129032256
uk-politics-36836980,75.0,16.666666666666664,27.27272727272727
business-42226808,60.0,83.33333333333334,69.76744186046513
business-40666236,85.71428571428571,83.33333333333334,84.50704225352113
business-22689987,78.94736842105263,50.0,61.224489795918366
technology-19700791,57.14285714285714,100.0,72.72727272727272
technology-54360612,75.0,50.0,60.0
uk-scotland-scotland-politics-41036484,71.42857142857143,66.66666666666666,68.96551724137932
technology-51510196,50.0,66.66666666666666,57.14285714285714
uk-wales-33793177,78.57142857142857,100.0,88.0
world-latin-america-47658080,66.66666666666666,83.33333333333334,74.07407407407408
uk-england-leeds-54470312,72.72727272727273,50.0,59.25925925925926
uk-england-birmingham-47374127,31.25,0.0,0.0
uk-england-hereford-worcester-51539199,55.55555555555556,66.66666666666666,60.60606060606061
world-asia-31001251,54.54545454545454,83.33333333333334,65.93406593406593
world-middle-east-18571193,76.92307692307693,50.0,60.60606060606061
uk-politics-20775071,76.47058823529412,100.0,86.66666666666667
world-europe-isle-of-man-56422262,66.66666666666666,50.0,57.14285714285714
