id,precision,recall,summeval_f1
uk-scotland-north-east-orkney-shetland-55564441,88.88888888888889,66.66666666666666,76.19047619047619
world-us-canada-38697908,55.55555555555556,33.33333333333333,41.666666666666664
uk-wales-politics-48586353,77.77777777777779,66.66666666666666,71.7948717948718
business-47891982,63.63636363636363,66.66666666666666,65.11627906976744
uk-england-norfolk-40306087,63.63636363636363,50.0,56.0
uk-politics-30142579,66.66666666666666,50.0,57.14285714285714
world-europe-53801230,42.857142857142854,100.0,59.99999999999999
uk-england-cambridgeshire-13640487,63.63636363636363,83.33333333333334,72.16494845360825
uk-england-south-yorkshire-55768636,77.77777777777779,66.66666666666666,71.7948717948718
science-environment-44141840,84.21052631578947,50.0,62.74509803921568
business-38842721,100.0,66.66666666666666,80.0
entertainment-arts-26706229,66.66666666666666,83.33333333333334,74.07407407407408
uk-politics-36836980,62.5,33.33333333333333,43.47826086956521
uk-politics-12657524,100.0,50.0,66.66666666666667
technology-19700791,93.33333333333333,83.33333333333334,88.0503144654088
business-42226808,78.57142857142857,83.33333333333334,80.88235294117648
business-22689987,73.33333333333333,50.0,59.45945945945946
business-40666236,81.25,83.33333333333334,82.27848101265823
education-56213402,66.66666666666666,66.66666666666666,66.66666666666666
technology-54360612,78.57142857142857,83.33333333333334,80.88235294117648
uk-scotland-scotland-politics-41036484,61.53846153846154,66.66666666666666,64.0
technology-51510196,33.33333333333333,50.0,40.0
uk-politics-20775071,75.0,100.0,85.71428571428571
world-latin-america-47658080,90.9090909090909,83.33333333333334,86.95652173913044
uk-england-leeds-54470312,90.0,66.66666666666666,76.59574468085106
uk-england-hereford-worcester-51539199,66.66666666666666,66.66666666666666,66.66666666666666
uk-england-birmingham-47374127,54.54545454545454,50.0,52.173913043478265
uk-wales-33793177,86.36363636363636,100.0,92.68292682926828
world-asia-31001251,45.45454545454545,100.0,62.5
world-middle-east-18571193,80.0,0.0,0.0
world-europe-isle-of-man-56422262,57.14285714285714,33.33333333333333,42.10526315789473
technology-30795245,83.33333333333334,100.0,90.9090909090909
uk-england-oxfordshire-20503005,76.92307692307693,66.66666666666666,71.42857142857143
business-31949307,60.0,66.66666666666666,63.1578947368421
newsbeat-11997559,56.25,100.0,72.0
entertainment-arts-11956797,46.666666666666664,83.33333333333334,59.82905982905983
uk-england-london-46741638,57.14285714285714,83.33333333333334,67.79661016949153
world-africa-39842686,69.23076923076923,66.66666666666666,67.92452830188678
uk-england-tees-17350377,90.0,50.0,64.28571428571429
world-europe-43649668,80.0,83.33333333333334,81.6326530612245
uk-england-wiltshire-54161565,81.81818181818183,66.66666666666666,73.46938775510203
10157432,83.33333333333334,50.0,62.5
world-middle-east-24834204,72.72727272727273,83.33333333333334,77.66990291262138
uk-scotland-scotland-politics-46541974,75.0,33.33333333333333,46.153846153846146
uk-20509003,84.61538461538461,66.66666666666666,74.57627118644066
business-18074966,60.0,66.66666666666666,63.1578947368421
uk-england-leicestershire-51356195,76.92307692307693,66.66666666666666,71.42857142857143
uk-scotland-scotland-politics-40855469,76.19047619047619,66.66666666666666,71.11111111111111
uk-wales-south-west-wales-25024708,62.5,50.0,55.55555555555556
uk-northern-ireland-40941393,69.23076923076923,66.66666666666666,67.92452830188678
uk-26341122,64.28571428571429,66.66666666666666,65.45454545454544
entertainment-arts-49419053,84.61538461538461,66.66666666666666,74.57627118644066
entertainment-arts-44964740,80.0,33.33333333333333,47.058823529411754
newsbeat-42729308,50.0,50.0,50.0
science-environment-48786295,54.54545454545454,100.0,70.58823529411765
technology-30819036,75.0,66.66666666666666,70.58823529411764
world-latin-america-50664018,86.66666666666667,16.666666666666664,27.956989247311824
blogs-news-from-elsewhere-51090657,61.53846153846154,66.66666666666666,64.0
uk-england-suffolk-46071589,37.5,66.66666666666666,47.99999999999999
business-35240093,82.35294117647058,66.66666666666666,73.68421052631578
world-latin-america-34504269,75.0,50.0,60.0
uk-scotland-south-scotland-42521987,81.81818181818183,50.0,62.06896551724139
uk-england-stoke-staffordshire-25680638,77.77777777777779,66.66666666666666,71.7948717948718
business-45506500,63.63636363636363,83.33333333333334,72.16494845360825
