id,precision,recall,summeval_f1
uk-politics-30142579,37.5,50.0,42.857142857142854
business-47891982,77.77777777777779,66.66666666666666,71.7948717948718
uk-wales-politics-48586353,70.0,66.66666666666666,68.29268292682926
world-europe-53801230,70.0,83.33333333333334,76.08695652173914
uk-england-cambridgeshire-13640487,90.9090909090909,50.0,64.51612903225806
uk-england-norfolk-40306087,81.81818181818183,50.0,62.06896551724139
uk-england-south-yorkshire-55768636,57.14285714285714,50.0,53.33333333333333
uk-scotland-north-east-orkney-shetland-55564441,57.14285714285714,50.0,53.33333333333333
science-environment-44141840,66.66666666666666,50.0,57.14285714285714
world-us-canada-38697908,28.57142857142857,33.33333333333333,30.769230769230766
education-56213402,57.14285714285714,66.66666666666666,61.53846153846153
business-38842721,58.333333333333336,16.666666666666664,25.925925925925924
uk-politics-36836980,80.0,33.33333333333333,47.058823529411754
entertainment-arts-26706229,68.42105263157895,100.0,81.24999999999999
technology-19700791,83.33333333333334,83.33333333333334,83.33333333333334
uk-politics-12657524,27.27272727272727,33.33333333333333,30.0
business-42226808,66.66666666666666,66.66666666666666,66.66666666666666
business-40666236,62.5,83.33333333333334,71.42857142857143
business-22689987,93.33333333333333,66.66666666666666,77.77777777777776
technology-54360612,53.333333333333336,33.33333333333333,41.02564102564103
technology-51510196,54.54545454545454,50.0,52.173913043478265
uk-politics-20775071,75.0,100.0,85.71428571428571
uk-scotland-scotland-politics-41036484,47.05882352941176,83.33333333333334,60.15037593984962
uk-england-birmingham-47374127,66.66666666666666,50.0,57.14285714285714
uk-wales-33793177,72.22222222222221,100.0,83.87096774193547
world-latin-america-47658080,66.66666666666666,83.33333333333334,74.07407407407408
world-asia-31001251,58.333333333333336,66.66666666666666,62.22222222222222
world-middle-east-18571193,100.0,33.33333333333333,50.0
uk-england-hereford-worcester-51539199,70.0,100.0,82.3529411764706
uk-england-leeds-54470312,66.66666666666666,66.66666666666666,66.66666666666666
technology-30795245,75.0,100.0,85.71428571428571
world-europe-isle-of-man-56422262,50.0,50.0,50.0
newsbeat-11997559,40.0,66.66666666666666,49.99999999999999
uk-england-oxfordshire-20503005,92.3076923076923,100.0,95.99999999999999
business-31949307,55.55555555555556,50.0,52.63157894736842
world-africa-39842686,66.66666666666666,50.0,57.14285714285714
uk-england-tees-17350377,66.66666666666666,33.33333333333333,44.44444444444444
uk-england-london-46741638,46.666666666666664,33.33333333333333,38.88888888888888
entertainment-arts-11956797,56.25,50.0,52.94117647058823
10157432,76.92307692307693,50.0,60.60606060606061
uk-england-wiltshire-54161565,80.0,66.66666666666666,72.72727272727272
world-europe-43649668,81.81818181818183,100.0,90.00000000000001
uk-scotland-scotland-politics-40855469,30.0,66.66666666666666,41.37931034482759
world-middle-east-24834204,56.25,83.33333333333334,67.16417910447763
uk-20509003,75.0,66.66666666666666,70.58823529411764
uk-wales-south-west-wales-25024708,66.66666666666666,100.0,80.0
uk-26341122,100.0,83.33333333333334,90.9090909090909
uk-england-leicestershire-51356195,35.714285714285715,50.0,41.666666666666664
uk-scotland-scotland-politics-46541974,60.0,50.0,54.54545454545455
uk-northern-ireland-40941393,64.28571428571429,50.0,56.25000000000001
business-18074966,56.25,66.66666666666666,61.016949152542374
entertainment-arts-44964740,90.9090909090909,50.0,64.51612903225806
entertainment-arts-49419053,66.66666666666666,33.33333333333333,44.44444444444444
newsbeat-42729308,44.44444444444444,50.0,47.05882352941176
science-environment-48786295,47.05882352941176,100.0,63.999999999999986
technology-30819036,64.28571428571429,66.66666666666666,65.45454545454544
business-35240093,100.0,66.66666666666666,80.0
world-latin-america-50664018,81.25,16.666666666666664,27.659574468085108
world-latin-america-34504269,50.0,50.0,50.0
uk-scotland-south-scotland-42521987,88.88888888888889,66.66666666666666,76.19047619047619
blogs-news-from-elsewhere-51090657,26.666666666666668,33.33333333333333,29.629629629629626
uk-england-stoke-staffordshire-25680638,60.0,66.66666666666666,63.1578947368421
uk-england-suffolk-46071589,63.63636363636363,66.66666666666666,65.11627906976744
uk-20947917,80.0,83.33333333333334,81.6326530612245
uk-england-bristol-44226204,35.294117647058826,100.0,52.17391304347826
uk-scotland-north-east-orkney-shetland-39254354,87.5,33.33333333333333,48.27586206896551
uk-northern-ireland-11997538,61.53846153846154,83.33333333333334,70.79646017699115
47967764,66.66666666666666,50.0,57.14285714285714
business-45506500,61.111111111111114,66.66666666666666,63.768115942028984
blogs-news-from-elsewhere-34313610,70.0,33.33333333333333,45.16129032258064
business-39841164,75.0,66.66666666666666,70.58823529411764
world-europe-38005202,62.5,66.66666666666666,64.51612903225806
world-us-canada-56273381,52.94117647058824,50.0,51.42857142857144
uk-wales-south-east-wales-11521339,70.0,16.666666666666664,26.923076923076923
world-latin-america-24014501,69.23076923076923,33.33333333333333,44.99999999999999
uk-36492850,83.33333333333334,100.0,90.9090909090909
world-europe-23003013,63.63636363636363,33.33333333333333,43.74999999999999
uk-wales-north-east-wales-36173481,75.0,66.66666666666666,70.58823529411764
world-latin-america-33449810,80.0,66.66666666666666,72.72727272727272
uk-politics-35107203,42.857142857142854,50.0,46.153846153846146
world-europe-25465092,54.54545454545454,50.0,52.173913043478265
newsbeat-10002718,80.0,100.0,88.88888888888889
world-us-canada-56726028,60.0,50.0,54.54545454545455
uk-politics-27023540,100.0,66.66666666666666,80.0
world-asia-china-17503171,81.25,33.33333333333333,47.272727272727266
uk-wales-politics-21794724,70.0,50.0,58.333333333333336
uk-northern-ireland-37680586,78.57142857142857,66.66666666666666,72.1311475409836
newsbeat-10000840,60.0,16.666666666666664,26.08695652173913
uk-wales-politics-46180033,80.0,83.33333333333334,81.6326530612245
uk-wales-52063785,52.94117647058824,50.0,51.42857142857144
entertainment-arts-35042217,68.75,33.33333333333333,44.89795918367347
uk-england-york-north-yorkshire-44287634,70.0,66.66666666666666,68.29268292682926
uk-24611407,57.89473684210527,50.0,53.65853658536586
uk-england-leicestershire-57039871,72.22222222222221,83.33333333333334,77.38095238095238
world-asia-pacific-15169007,63.63636363636363,33.33333333333333,43.74999999999999
uk-england-leeds-51136569,53.333333333333336,66.66666666666666,59.25925925925925
business-41231763,62.5,66.66666666666666,64.51612903225806
business-44725606,55.55555555555556,16.666666666666664,25.64102564102564
uk-51470342,57.14285714285714,16.666666666666664,25.806451612903224
business-38878091,66.66666666666666,66.66666666666666,66.66666666666666
