id,precision,recall,summeval_f1
uk-politics-30142579,50.0,50.0,50.0
uk-england-cambridgeshire-13640487,85.71428571428571,66.66666666666666,75.0
uk-england-norfolk-40306087,50.0,50.0,50.0
uk-scotland-north-east-orkney-shetland-55564441,60.0,66.66666666666666,63.1578947368421
world-us-canada-38697908,45.45454545454545,50.0,47.61904761904761
uk-wales-politics-48586353,36.36363636363637,66.66666666666666,47.05882352941176
world-europe-53801230,50.0,50.0,50.0
uk-england-south-yorkshire-55768636,66.66666666666666,50.0,57.14285714285714
business-47891982,42.857142857142854,66.66666666666666,52.17391304347825
science-environment-44141840,63.1578947368421,50.0,55.813953488372086
uk-politics-36836980,50.0,0.0,0.0
business-38842721,72.72727272727273,66.66666666666666,69.56521739130434
entertainment-arts-26706229,73.33333333333333,100.0,84.61538461538463
technology-19700791,100.0,100.0,100.0
business-22689987,69.23076923076923,33.33333333333333,44.99999999999999
education-56213402,59.09090909090909,33.33333333333333,42.62295081967213
technology-54360612,54.54545454545454,66.66666666666666,60.0
business-40666236,70.58823529411765,83.33333333333334,76.4331210191083
business-42226808,35.714285714285715,83.33333333333334,50.0
uk-politics-12657524,56.25,50.0,52.94117647058823
uk-scotland-scotland-politics-41036484,61.53846153846154,66.66666666666666,64.0
technology-51510196,57.14285714285714,66.66666666666666,61.53846153846153
uk-politics-20775071,63.63636363636363,50.0,56.0
uk-wales-33793177,70.58823529411765,66.66666666666666,68.57142857142857
world-latin-america-47658080,69.23076923076923,83.33333333333334,75.63025210084034
uk-england-leeds-54470312,70.0,66.66666666666666,68.29268292682926
uk-england-birmingham-47374127,37.5,16.666666666666664,23.076923076923073
uk-england-hereford-worcester-51539199,54.54545454545454,50.0,52.173913043478265
world-middle-east-18571193,58.333333333333336,16.666666666666664,25.925925925925924
world-asia-31001251,46.666666666666664,83.33333333333334,59.82905982905983
world-europe-isle-of-man-56422262,46.666666666666664,50.0,48.275862068965516
technology-30795245,85.71428571428571,100.0,92.30769230769229
newsbeat-11997559,28.57142857142857,16.666666666666664,21.052631578947366
uk-england-oxfordshire-20503005,60.0,33.33333333333333,42.857142857142854
uk-england-london-46741638,53.84615384615385,33.33333333333333,41.17647058823529
business-31949307,50.0,33.33333333333333,40.0
entertainment-arts-11956797,62.5,50.0,55.55555555555556
world-africa-39842686,66.66666666666666,66.66666666666666,66.66666666666666
uk-england-tees-17350377,60.0,33.33333333333333,42.857142857142854
uk-england-wiltshire-54161565,75.0,66.66666666666666,70.58823529411764
10157432,81.25,66.66666666666666,73.2394366197183
world-europe-43649668,60.0,83.33333333333334,69.76744186046513
