id,precision,recall,summeval_f1
uk-scotland-north-east-orkney-shetland-55564441,90.0,50.0,64.28571428571429
uk-politics-30142579,75.0,33.33333333333333,46.153846153846146
world-us-canada-38697908,30.0,50.0,37.5
uk-wales-politics-48586353,60.0,50.0,54.54545454545455
uk-england-cambridgeshire-13640487,63.63636363636363,83.33333333333334,72.16494845360825
world-europe-53801230,23.076923076923077,66.66666666666666,34.28571428571428
uk-england-norfolk-40306087,58.333333333333336,50.0,53.84615384615385
business-47891982,58.333333333333336,50.0,53.84615384615385
science-environment-44141840,61.53846153846154,50.0,55.172413793103445
uk-england-south-yorkshire-55768636,71.42857142857143,83.33333333333334,76.92307692307693
education-56213402,90.0,66.66666666666666,76.59574468085106
entertainment-arts-26706229,66.66666666666666,83.33333333333334,74.07407407407408
uk-politics-36836980,45.45454545454545,16.666666666666664,24.39024390243902
business-22689987,100.0,50.0,66.66666666666667
business-38842721,68.75,66.66666666666666,67.6923076923077
business-42226808,90.9090909090909,100.0,95.23809523809523
technology-19700791,72.22222222222221,83.33333333333334,77.38095238095238
uk-politics-12657524,52.63157894736842,0.0,0.0
technology-54360612,76.92307692307693,33.33333333333333,46.51162790697674
business-40666236,61.53846153846154,66.66666666666666,64.0
uk-scotland-scotland-politics-41036484,37.5,50.0,42.857142857142854
technology-51510196,64.28571428571429,50.0,56.25000000000001
uk-england-leeds-54470312,100.0,50.0,66.66666666666667
uk-wales-33793177,80.0,100.0,88.88888888888889
uk-england-birmingham-47374127,55.55555555555556,33.33333333333333,41.666666666666664
uk-politics-20775071,83.33333333333334,83.33333333333334,83.33333333333334
world-middle-east-18571193,80.0,16.666666666666664,27.58620689655172
world-latin-america-47658080,75.0,66.66666666666666,70.58823529411764
uk-england-hereford-worcester-51539199,50.0,100.0,66.66666666666667
world-asia-31001251,57.14285714285714,50.0,53.33333333333333
world-europe-isle-of-man-56422262,50.0,33.33333333333333,40.0
technology-30795245,75.0,100.0,85.71428571428571
uk-england-london-46741638,57.14285714285714,50.0,53.33333333333333
newsbeat-11997559,60.0,83.33333333333334,69.76744186046513
business-31949307,44.44444444444444,66.66666666666666,53.33333333333333
world-africa-39842686,66.66666666666666,66.66666666666666,66.66666666666666
entertainment-arts-11956797,72.72727272727273,66.66666666666666,69.56521739130434
uk-england-tees-17350377,75.0,33.33333333333333,46.153846153846146
uk-england-oxfordshire-20503005,61.111111111111114,66.66666666666666,63.768115942028984
10157432,58.82352941176471,66.66666666666666,62.5
uk-england-wiltshire-54161565,46.666666666666664,66.66666666666666,54.90196078431372
world-middle-east-24834204,50.0,83.33333333333334,62.5
world-europe-43649668,90.9090909090909,100.0,95.23809523809523
uk-scotland-scotland-politics-40855469,41.66666666666667,50.0,45.45454545454545
uk-20509003,69.23076923076923,66.66666666666666,67.92452830188678
uk-england-leicestershire-51356195,70.0,50.0,58.333333333333336
business-18074966,33.33333333333333,50.0,40.0
uk-wales-south-west-wales-25024708,78.57142857142857,83.33333333333334,80.88235294117648
uk-26341122,80.0,83.33333333333334,81.6326530612245
uk-scotland-scotland-politics-46541974,64.0,50.0,56.14035087719298
uk-northern-ireland-40941393,100.0,33.33333333333333,50.0
entertainment-arts-49419053,84.61538461538461,66.66666666666666,74.57627118644066
entertainment-arts-44964740,53.333333333333336,50.0,51.612903225806456
science-environment-48786295,66.66666666666666,83.33333333333334,74.07407407407408
newsbeat-42729308,42.857142857142854,33.33333333333333,37.5
technology-30819036,75.0,66.66666666666666,70.58823529411764
business-35240093,92.3076923076923,66.66666666666666,77.41935483870967
world-latin-america-50664018,61.53846153846154,16.666666666666664,26.229508196721312
blogs-news-from-elsewhere-51090657,83.33333333333334,33.33333333333333,47.61904761904762
uk-scotland-south-scotland-42521987,87.5,33.33333333333333,48.27586206896551
uk-england-suffolk-46071589,54.54545454545454,83.33333333333334,65.93406593406593
uk-england-stoke-staffordshire-25680638,70.0,50.0,58.333333333333336
world-latin-america-34504269,41.17647058823529,16.666666666666664,23.72881355932203
uk-england-bristol-44226204,50.0,66.66666666666666,57.14285714285714
uk-20947917,70.0,83.33333333333334,76.08695652173914
uk-northern-ireland-11997538,66.66666666666666,66.66666666666666,66.66666666666666
business-45506500,50.0,83.33333333333334,62.5
uk-scotland-north-east-orkney-shetland-39254354,54.54545454545454,16.666666666666664,25.531914893617017
47967764,100.0,66.66666666666666,80.0
blogs-news-from-elsewhere-34313610,54.54545454545454,66.66666666666666,60.0
business-39841164,72.22222222222221,50.0,59.09090909090909
world-us-canada-56273381,75.0,66.66666666666666,70.58823529411764
uk-wales-south-east-wales-11521339,81.81818181818183,33.33333333333333,47.368421052631575
world-latin-america-24014501,64.28571428571429,33.33333333333333,43.90243902439024
world-europe-38005202,57.89473684210527,50.0,53.65853658536586
uk-36492850,60.0,83.33333333333334,69.76744186046513
world-europe-23003013,66.66666666666666,50.0,57.14285714285714
uk-wales-north-east-wales-36173481,64.70588235294117,83.33333333333334,72.8476821192053
newsbeat-10002718,46.15384615384615,100.0,63.1578947368421
uk-politics-35107203,56.25,66.66666666666666,61.016949152542374
world-latin-america-33449810,61.111111111111114,33.33333333333333,43.13725490196078
world-europe-25465092,64.70588235294117,33.33333333333333,44.0
world-us-canada-56726028,61.53846153846154,50.0,55.172413793103445
uk-northern-ireland-37680586,100.0,66.66666666666666,80.0
uk-politics-27023540,50.0,16.666666666666664,25.0
world-asia-china-17503171,72.72727272727273,33.33333333333333,45.71428571428571
uk-wales-politics-21794724,81.81818181818183,83.33333333333334,82.56880733944955
newsbeat-10000840,70.0,16.666666666666664,26.923076923076923
entertainment-arts-35042217,57.14285714285714,16.666666666666664,25.806451612903224
uk-wales-52063785,66.66666666666666,66.66666666666666,66.66666666666666
uk-england-york-north-yorkshire-44287634,75.0,83.33333333333334,78.94736842105264
uk-wales-politics-46180033,64.28571428571429,83.33333333333334,72.58064516129033
uk-24611407,61.111111111111114,50.0,55.0
uk-england-leicestershire-57039871,76.47058823529412,83.33333333333334,79.75460122699387
business-41231763,69.23076923076923,66.66666666666666,67.92452830188678
world-asia-pacific-15169007,42.857142857142854,33.33333333333333,37.5
uk-england-leeds-51136569,42.10526315789473,66.66666666666666,51.61290322580644
business-38878091,50.0,83.33333333333334,62.5
uk-51470342,44.44444444444444,66.66666666666666,53.33333333333333
business-44725606,57.14285714285714,16.666666666666664,25.806451612903224
